date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Operating Income,Operating Expense,Research And Development,Selling General And Administration,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,ticker,industry,sector,market_cap,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Interest Income,Interest Expense,Interest Income,Special Income Charges,Write Off,Gain On Sale Of Security,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Selling And Marketing Expense,General And Administrative Expense,Other Gand A,Average Dilution Earnings,Earnings From Equity Interest,Earnings From Equity Interest Net Of Tax,Other Operating Expenses,Total Other Finance Cost,Rent Expense Supplemental,Otherunder Preferred Stock Dividend,Minority Interests,Restructuring And Mergern Acquisition,Loss Adjustment Expense,Net Policyholder Benefits And Claims,Net Income Discontinuous Operations,Other Special Charges,Salaries And Wages,Depreciation Amortization Depletion Income Statement,Depreciation And Amortization In Income Statement,Preferred Stock Dividends,Insurance And Claims,Occupancy And Equipment,Professional Expense And Contract Services Expense,Other Non Interest Expense,Impairment Of Capital Assets,Gain On Sale Of Business,Gain On Sale Of Ppe,Amortization,Amortization Of Intangibles Income Statement
2026-03-31,0.0,0.175,39324000000.0,29578000000.0,3439000000.0,56403000000.0,39324000000.0,35885000000.0,29578000000.0,29578000000.0,75299000000.0,35885000000.0,14725873000.0,14673278000.0,2.01,2.02,29578000000.0,29578000000.0,29578000000.0,29578000000.0,29578000000.0,6255000000.0,35833000000.0,-52000000.0,-52000000.0,35885000000.0,18896000000.0,11419000000.0,7477000000.0,54781000000.0,56403000000.0,111184000000.0,111184000000.0,AAPL,Consumer Electronics,Technology,4725069053952.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-31,0.0,0.175,54066000000.0,42097000000.0,3214000000.0,74525000000.0,54066000000.0,50852000000.0,42097000000.0,42097000000.0,92904000000.0,50852000000.0,14810356000.0,14748158000.0,2.84,2.85,42097000000.0,42097000000.0,42097000000.0,42097000000.0,42097000000.0,8905000000.0,51002000000.0,150000000.0,150000000.0,50852000000.0,18379000000.0,10887000000.0,7492000000.0,69231000000.0,74525000000.0,143756000000.0,143756000000.0,AAPL,Consumer Electronics,Technology,4725069053952.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30,0.0,0.162724,35554000000.0,27466000000.0,3127000000.0,54125000000.0,35554000000.0,32427000000.0,27466000000.0,27466000000.0,70039000000.0,32427000000.0,14863609000.0,14815307000.0,1.85,1.85,27466000000.0,27466000000.0,27466000000.0,27466000000.0,27466000000.0,5338000000.0,32804000000.0,377000000.0,377000000.0,32427000000.0,15914000000.0,8866000000.0,7048000000.0,48341000000.0,54125000000.0,102466000000.0,102466000000.0,AAPL,Consumer Electronics,Technology,4725069053952.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30,0.0,0.164,31032000000.0,23434000000.0,2830000000.0,50318000000.0,31032000000.0,28202000000.0,23434000000.0,23434000000.0,65834000000.0,28202000000.0,14948179000.0,14902886000.0,1.57,1.57,23434000000.0,23434000000.0,23434000000.0,23434000000.0,23434000000.0,4597000000.0,28031000000.0,-171000000.0,-171000000.0,28202000000.0,15516000000.0,8866000000.0,6650000000.0,43718000000.0,50318000000.0,94036000000.0,94036000000.0,AAPL,Consumer Electronics,Technology,4725069053952.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-31,0.0,0.154555,32250000000.0,24780000000.0,2661000000.0,50492000000.0,32250000000.0,29589000000.0,24780000000.0,24780000000.0,65770000000.0,29589000000.0,15056133000.0,14994082000.0,1.65,1.65,24780000000.0,24780000000.0,24780000000.0,24780000000.0,24780000000.0,4530000000.0,29310000000.0,-279000000.0,-279000000.0,29589000000.0,15278000000.0,8550000000.0,6728000000.0,44867000000.0,50492000000.0,95359000000.0,95359000000.0,AAPL,Consumer Electronics,Technology,4725069053952.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-31,281390000.0,0.19,48804000000.0,31778000000.0,10167000000.0,26828000000.0,50285000000.0,40118000000.0,30578390000.0,31778000000.0,44488000000.0,38398000000.0,7445000000.0,7426000000.0,4.27,4.28,31778000000.0,31778000000.0,31778000000.0,31778000000.0,31778000000.0,7562000000.0,39340000000.0,990000000.0,-491000000.0,38398000000.0,17660000000.0,8915000000.0,8745000000.0,56058000000.0,26828000000.0,82886000000.0,82886000000.0,MSFT,Software - Infrastructure,Technology,2824142323712.0,1481000000.0,1481000000.0,-48000000.0,778000000.0,730000000.0,-37000000.0,37000000.0,1518000000.0,-48000000.0,778000000.0,730000000.0,6814000000.0,1931000000.0,1931000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-31,65200000.0,0.2,57854000000.0,38458000000.0,9198000000.0,25978000000.0,58180000000.0,48982000000.0,38197200000.0,38458000000.0,42998000000.0,38275000000.0,7460000000.0,7431000000.0,5.16,5.18,38458000000.0,38458000000.0,38458000000.0,38458000000.0,38458000000.0,9788000000.0,48246000000.0,9867000000.0,9541000000.0,38275000000.0,17020000000.0,8504000000.0,8516000000.0,55295000000.0,25978000000.0,81273000000.0,81273000000.0,MSFT,Software - Infrastructure,Technology,2824142323712.0,326000000.0,326000000.0,104000000.0,736000000.0,840000000.0,-59000000.0,59000000.0,385000000.0,104000000.0,736000000.0,840000000.0,6584000000.0,1932000000.0,1932000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30,187150000.0,0.19,47075000000.0,27747000000.0,13061000000.0,24043000000.0,48060000000.0,34999000000.0,26949150000.0,27747000000.0,39712000000.0,37961000000.0,7466000000.0,7433000000.0,3.72,3.73,27747000000.0,27747000000.0,27747000000.0,27747000000.0,27747000000.0,6554000000.0,34301000000.0,-3938000000.0,-4923000000.0,37961000000.0,15669000000.0,8146000000.0,7523000000.0,53630000000.0,24043000000.0,77673000000.0,77673000000.0,MSFT,Software - Infrastructure,Technology,2824142323712.0,985000000.0,985000000.0,278000000.0,698000000.0,976000000.0,-14000000.0,14000000.0,999000000.0,278000000.0,698000000.0,976000000.0,5717000000.0,1806000000.0,1806000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30,495125.091979,0.165042,44431000000.0,27233000000.0,11203000000.0,24014000000.0,44434000000.0,33231000000.0,27230495125.09198,27233000000.0,42118000000.0,34323000000.0,7461000000.0,7432000000.0,3.65,3.66,27233000000.0,27233000000.0,27233000000.0,27233000000.0,27233000000.0,5383000000.0,32616000000.0,-1861000000.0,-1864000000.0,34323000000.0,18104000000.0,8829000000.0,9275000000.0,52427000000.0,24014000000.0,76441000000.0,76441000000.0,MSFT,Software - Infrastructure,Technology,2824142323712.0,3000000.0,3000000.0,154000000.0,615000000.0,769000000.0,-45000000.0,45000000.0,48000000.0,154000000.0,615000000.0,769000000.0,7285000000.0,1990000000.0,1990000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-31,69660000.0,0.18,39318000000.0,25824000000.0,7734000000.0,21919000000.0,39705000000.0,31971000000.0,25506660000.0,25824000000.0,38066000000.0,32000000000.0,7461000000.0,7434000000.0,3.46,3.47,25824000000.0,25824000000.0,25824000000.0,25824000000.0,25824000000.0,5553000000.0,31377000000.0,-626000000.0,-1013000000.0,32000000000.0,16147000000.0,8198000000.0,7949000000.0,48147000000.0,21919000000.0,70066000000.0,70066000000.0,MSFT,Software - Infrastructure,Technology,2824142323712.0,387000000.0,387000000.0,3000000.0,594000000.0,597000000.0,-24000000.0,24000000.0,411000000.0,3000000.0,594000000.0,597000000.0,6212000000.0,1737000000.0,1737000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-31,7080508189.944711,0.191624,47477000000.0,62578000000.0,6482000000.0,41271000000.0,84427000000.0,77945000000.0,32708508189.94471,62578000000.0,70200000000.0,39696000000.0,12238000000.0,12099000000.0,5.11,5.17,62578000000.0,62578000000.0,62578000000.0,62578000000.0,62578000000.0,14834000000.0,77412000000.0,36868000000.0,-142000000.0,39696000000.0,28929000000.0,17032000000.0,11897000000.0,68625000000.0,41271000000.0,109896000000.0,109896000000.0,GOOGL,Internet Content & Information,Communication Services,3883041554432.0,36950000000.0,36950000000.0,848000000.0,533000000.0,1381000000.0,,,36950000000.0,848000000.0,533000000.0,1381000000.0,7606000000.0,4291000000.0,4291000000.0,0.0,60000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-31,272805123.092262,0.119181,43166000000.0,34455000000.0,6040000000.0,45767000000.0,45455000000.0,39415000000.0,32438805123.092262,34455000000.0,77895000000.0,35934000000.0,12228000000.0,12073000000.0,2.82,2.85,34455000000.0,34455000000.0,34455000000.0,34455000000.0,34455000000.0,4662000000.0,39117000000.0,2272000000.0,69000000.0,35934000000.0,32128000000.0,18572000000.0,13556000000.0,68062000000.0,45767000000.0,113829000000.0,113829000000.0,GOOGL,Internet Content & Information,Communication Services,3883041554432.0,2289000000.0,2289000000.0,911000000.0,298000000.0,1209000000.0,-86000000.0,86000000.0,2289000000.0,911000000.0,298000000.0,1209000000.0,8215000000.0,5341000000.0,5341000000.0,,-86000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30,2196165000.0,0.205,39028000000.0,34979000000.0,5611000000.0,41369000000.0,49741000000.0,44130000000.0,26462165000.0,34979000000.0,71118000000.0,31228000000.0,12203000000.0,12086000000.0,2.87,2.89,34979000000.0,34979000000.0,34979000000.0,34979000000.0,34979000000.0,9008000000.0,43987000000.0,11826000000.0,1143000000.0,31228000000.0,29749000000.0,15151000000.0,14598000000.0,60977000000.0,41369000000.0,102346000000.0,102346000000.0,GOOGL,Internet Content & Information,Communication Services,3883041554432.0,10713000000.0,10713000000.0,933000000.0,143000000.0,1076000000.0,-30000000.0,30000000.0,10713000000.0,933000000.0,143000000.0,1076000000.0,7205000000.0,7393000000.0,7393000000.0,,-30000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30,233558000.0,0.169,37810000000.0,28196000000.0,4998000000.0,39039000000.0,39192000000.0,34194000000.0,27047558000.0,28196000000.0,65157000000.0,31271000000.0,12198000000.0,12122000000.0,2.31,2.33,28196000000.0,28196000000.0,28196000000.0,28196000000.0,28196000000.0,5737000000.0,33933000000.0,1873000000.0,72000000.0,31271000000.0,26118000000.0,13808000000.0,12310000000.0,57389000000.0,39039000000.0,96428000000.0,96428000000.0,GOOGL,Internet Content & Information,Communication Services,3883041554432.0,1382000000.0,1382000000.0,789000000.0,261000000.0,1050000000.0,419000000.0,-419000000.0,1382000000.0,789000000.0,261000000.0,1050000000.0,7101000000.0,5209000000.0,5209000000.0,,419000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-31,1704742000.0,0.173,36456000000.0,34540000000.0,4487000000.0,36361000000.0,46310000000.0,41823000000.0,26390742000.0,34540000000.0,59628000000.0,30606000000.0,12291000000.0,12183000000.0,2.81,2.84,34540000000.0,34540000000.0,34540000000.0,34540000000.0,34540000000.0,7249000000.0,41789000000.0,10216000000.0,384000000.0,30606000000.0,23267000000.0,13556000000.0,9711000000.0,53873000000.0,36361000000.0,90234000000.0,90234000000.0,GOOGL,Internet Content & Information,Communication Services,3883041554432.0,9854000000.0,9854000000.0,967000000.0,34000000.0,1001000000.0,-22000000.0,22000000.0,9854000000.0,967000000.0,34000000.0,1001000000.0,6172000000.0,3539000000.0,3539000000.0,0.0,-22000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOOGL,Internet Content & Information,Communication Services,3883041554432.0,,,,,,-87000000.0,87000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-31,3763137018.627303,0.239996,43899000000.0,30255000000.0,18945000000.0,87463000000.0,59579000000.0,40634000000.0,18338137018.627304,30255000000.0,157667000000.0,23852000000.0,10874000000.0,10743000000.0,2.78,2.82,30255000000.0,30255000000.0,30255000000.0,30255000000.0,30255000000.0,9560000000.0,39834000000.0,15647000000.0,-33000000.0,23852000000.0,70204000000.0,,12901000000.0,94056000000.0,87463000000.0,181519000000.0,181519000000.0,AMZN,Internet Retail,Consumer Cyclical,2508719390720.0,15680000000.0,15680000000.0,335000000.0,800000000.0,1135000000.0,,,15680000000.0,335000000.0,800000000.0,1135000000.0,10314000000.0,2587000000.0,2587000000.0,,,-19000000.0,57303000000.0,,,,,,,,,,,,,,,,,,,,,,
2025-12-31,227547603.833866,0.185905,45531000000.0,21192000000.0,19471000000.0,109959000000.0,46755000000.0,27284000000.0,20195547603.833866,21192000000.0,188409000000.0,24977000000.0,10863000000.0,10709000000.0,1.95,1.98,21192000000.0,21192000000.0,21192000000.0,21192000000.0,21192000000.0,4946000000.0,26605000000.0,1177000000.0,-47000000.0,24977000000.0,78450000000.0,,16968000000.0,103427000000.0,109959000000.0,213386000000.0,213386000000.0,AMZN,Internet Retail,Consumer Cyclical,2508719390720.0,1224000000.0,1224000000.0,451000000.0,679000000.0,1130000000.0,,,1224000000.0,451000000.0,679000000.0,1130000000.0,14264000000.0,2704000000.0,2704000000.0,,,-467000000.0,61482000000.0,,,,,,,,,,,,,,,,,,,,,,
2025-09-30,2500796947.106851,0.245296,35309000000.0,21187000000.0,16796000000.0,88670000000.0,45504000000.0,28708000000.0,13492796947.106852,21187000000.0,162747000000.0,17422000000.0,10845000000.0,10674000000.0,1.95,1.98,21187000000.0,21187000000.0,21187000000.0,21187000000.0,21187000000.0,6910000000.0,28170000000.0,10186000000.0,-9000000.0,17422000000.0,74077000000.0,,14561000000.0,91499000000.0,88670000000.0,180169000000.0,180169000000.0,AMZN,Internet Retail,Consumer Cyclical,2508719390720.0,10195000000.0,10195000000.0,562000000.0,538000000.0,1100000000.0,,,10195000000.0,562000000.0,538000000.0,1100000000.0,11686000000.0,2875000000.0,2875000000.0,,,-73000000.0,59516000000.0,,,,,,,,,,,,,,,,,,,,,,
2025-06-30,143677518.339167,0.128398,35481000000.0,18164000000.0,15227000000.0,80809000000.0,36600000000.0,21373000000.0,17188677518.33917,18164000000.0,148531000000.0,19171000000.0,10806000000.0,10637000000.0,1.68,1.71,18164000000.0,18164000000.0,18164000000.0,18164000000.0,18164000000.0,2678000000.0,20857000000.0,1117000000.0,-2000000.0,19171000000.0,67722000000.0,,14381000000.0,86893000000.0,80809000000.0,167702000000.0,167702000000.0,AMZN,Internet Retail,Consumer Cyclical,2508719390720.0,1119000000.0,1119000000.0,569000000.0,516000000.0,1085000000.0,,,1119000000.0,569000000.0,516000000.0,1085000000.0,11416000000.0,2965000000.0,2965000000.0,,,-15000000.0,53341000000.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-31,584272614.050464,0.210019,33700000000.0,17127000000.0,14262000000.0,76976000000.0,36482000000.0,22220000000.0,14929272614.050465,17127000000.0,137262000000.0,18405000000.0,10793000000.0,10603000000.0,1.59,1.62,17127000000.0,17127000000.0,17127000000.0,17127000000.0,17127000000.0,4553000000.0,21679000000.0,2749000000.0,-33000000.0,18405000000.0,60286000000.0,,12391000000.0,78691000000.0,76976000000.0,155667000000.0,155667000000.0,AMZN,Internet Retail,Consumer Cyclical,2508719390720.0,2782000000.0,2782000000.0,525000000.0,541000000.0,1066000000.0,,,2782000000.0,525000000.0,541000000.0,1066000000.0,9763000000.0,2628000000.0,2628000000.0,,,1000000.0,47895000000.0,,,,,,,,,,,,,,,,,,,,,,
2026-04-30,0.0,0.165687,71002000000.0,58321000000.0,997000000.0,20458000000.0,71002000000.0,70005000000.0,58321000000.0,58321000000.0,28079000000.0,53536000000.0,24391000000.0,24286000000.0,2.39,2.4,58321000000.0,58321000000.0,58321000000.0,58321000000.0,58321000000.0,11582000000.0,69903000000.0,15929000000.0,15929000000.0,53536000000.0,7621000000.0,6321000000.0,1300000000.0,61157000000.0,20458000000.0,81615000000.0,81615000000.0,NVDA,Semiconductors,Technology,5052137209856.0,,,438000000.0,102000000.0,540000000.0,,,,438000000.0,102000000.0,540000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-31,0.0,0.147585,51283000000.0,42960000000.0,812000000.0,17034000000.0,51283000000.0,50471000000.0,42960000000.0,42960000000.0,23828000000.0,44299000000.0,24432000000.0,24304000000.0,1.76,1.77,42960000000.0,42960000000.0,42960000000.0,42960000000.0,42960000000.0,7438000000.0,50398000000.0,5604000000.0,5604000000.0,44299000000.0,6794000000.0,5512000000.0,1282000000.0,51093000000.0,17034000000.0,68127000000.0,68127000000.0,NVDA,Semiconductors,Technology,5052137209856.0,,,495000000.0,73000000.0,568000000.0,,,,495000000.0,73000000.0,568000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-31,0.0,0.158846,38748000000.0,31910000000.0,751000000.0,15157000000.0,38748000000.0,37997000000.0,31910000000.0,31910000000.0,20996000000.0,36010000000.0,24483000000.0,24327000000.0,1.3,1.31,31910000000.0,31910000000.0,31910000000.0,31910000000.0,31910000000.0,6026000000.0,37936000000.0,1363000000.0,1363000000.0,36010000000.0,5839000000.0,4705000000.0,1134000000.0,41849000000.0,15157000000.0,57006000000.0,57006000000.0,NVDA,Semiconductors,Technology,5052137209856.0,,,563000000.0,61000000.0,624000000.0,,,,563000000.0,61000000.0,624000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-31,0.0,0.153304,31937000000.0,26422000000.0,669000000.0,12890000000.0,31937000000.0,31268000000.0,26422000000.0,26422000000.0,18303000000.0,28440000000.0,24532000000.0,24366000000.0,1.08,1.08,26422000000.0,26422000000.0,26422000000.0,26422000000.0,26422000000.0,4784000000.0,31206000000.0,2236000000.0,2236000000.0,28440000000.0,5413000000.0,4291000000.0,1122000000.0,33853000000.0,12890000000.0,46743000000.0,46743000000.0,NVDA,Semiconductors,Technology,5052137209856.0,,,530000000.0,62000000.0,592000000.0,,,,530000000.0,62000000.0,592000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-30,0.0,0.143085,22584000000.0,18775000000.0,611000000.0,17394000000.0,22584000000.0,21973000000.0,18775000000.0,18775000000.0,22424000000.0,21638000000.0,24611000000.0,24441000000.0,0.76,0.77,18775000000.0,18775000000.0,18775000000.0,18775000000.0,18775000000.0,3135000000.0,21910000000.0,-180000000.0,-180000000.0,21638000000.0,5030000000.0,3989000000.0,1041000000.0,26668000000.0,17394000000.0,44062000000.0,44062000000.0,NVDA,Semiconductors,Technology,5052137209856.0,,,452000000.0,63000000.0,515000000.0,,,,452000000.0,63000000.0,515000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-31,-520800000.0,0.4,29615000000.0,26773000000.0,5999000000.0,10218000000.0,28313000000.0,22314000000.0,27554200000.0,26773000000.0,33439000000.0,22872000000.0,2564000000.0,2534000000.0,10.44,10.57,26773000000.0,26773000000.0,26773000000.0,26773000000.0,26773000000.0,-5021000000.0,21752000000.0,-1302000000.0,,22872000000.0,23221000000.0,17699000000.0,5522000000.0,46093000000.0,10218000000.0,56311000000.0,55426000000.0,META,Internet Content & Information,Communication Services,1535999868928.0,-1302000000.0,-1302000000.0,182000000.0,562000000.0,744000000.0,,,-1302000000.0,182000000.0,562000000.0,744000000.0,2908000000.0,2614000000.0,2614000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-31,-12035497.357419,0.101996,31339000000.0,22768000000.0,5411000000.0,10906000000.0,31221000000.0,25810000000.0,22873964502.642582,22768000000.0,35148000000.0,24745000000.0,2565000000.0,2525000000.0,8.88,9.02,22768000000.0,22768000000.0,22768000000.0,22768000000.0,22768000000.0,2586000000.0,25354000000.0,440000000.0,558000000.0,24745000000.0,24242000000.0,17135000000.0,7107000000.0,48987000000.0,10906000000.0,59893000000.0,59093000000.0,META,Internet Content & Information,Communication Services,1535999868928.0,-118000000.0,-118000000.0,169000000.0,456000000.0,625000000.0,,,-118000000.0,169000000.0,456000000.0,625000000.0,3410000000.0,3697000000.0,3697000000.0,,,,,-558000000.0,,,,,,,,,,,,,,,,,,,,,
2025-09-30,8820000.0,0.21,26811000000.0,2709000000.0,4963000000.0,9206000000.0,26853000000.0,21890000000.0,2675820000.0,2709000000.0,30707000000.0,20535000000.0,2572000000.0,2517000000.0,1.05,1.08,2709000000.0,2709000000.0,2709000000.0,2709000000.0,2709000000.0,18954000000.0,21663000000.0,996000000.0,954000000.0,20535000000.0,21501000000.0,15144000000.0,6357000000.0,42036000000.0,9206000000.0,51242000000.0,50552000000.0,META,Internet Content & Information,Communication Services,1535999868928.0,42000000.0,42000000.0,132000000.0,227000000.0,359000000.0,,,42000000.0,132000000.0,227000000.0,359000000.0,2845000000.0,3512000000.0,3512000000.0,,,,,-954000000.0,,,,,,,,,,,,,,,,,,,,,
2025-06-30,21560000.0,0.106993,24921000000.0,18337000000.0,4342000000.0,8491000000.0,25117000000.0,20775000000.0,18162560000.0,18337000000.0,27075000000.0,20441000000.0,2570000000.0,2518000000.0,7.14,7.28,18337000000.0,18337000000.0,18337000000.0,18337000000.0,18337000000.0,2197000000.0,20534000000.0,-147000000.0,-343000000.0,20441000000.0,18584000000.0,12942000000.0,5642000000.0,39025000000.0,8491000000.0,47516000000.0,46933000000.0,META,Internet Content & Information,Communication Services,1535999868928.0,196000000.0,196000000.0,240000000.0,241000000.0,481000000.0,,,196000000.0,240000000.0,241000000.0,481000000.0,2979000000.0,2663000000.0,2663000000.0,,,,,343000000.0,,,,,,,,,,,,,,,,,,,,,
2025-03-31,38670547.274508,0.094549,22113000000.0,16644000000.0,3900000000.0,7572000000.0,22522000000.0,18622000000.0,16273670547.274508,16644000000.0,24759000000.0,17555000000.0,2590000000.0,2527000000.0,6.43,6.59,16644000000.0,16644000000.0,16644000000.0,16644000000.0,16644000000.0,1738000000.0,18382000000.0,409000000.0,177000000.0,17555000000.0,17187000000.0,12150000000.0,5037000000.0,34742000000.0,7572000000.0,42314000000.0,41804000000.0,META,Internet Content & Information,Communication Services,1535999868928.0,409000000.0,409000000.0,418000000.0,240000000.0,658000000.0,,,409000000.0,418000000.0,240000000.0,658000000.0,2757000000.0,2280000000.0,2280000000.0,,,,,-177000000.0,,,,,,,,,,,,,,,,,,,,,
2024-12-31,,,,,,,,,,,,,,,,,,,,,,,,,93000000.0,,,,,,,,,META,Internet Content & Information,Communication Services,1535999868928.0,,,,,,,,,,,,,,,,,,,-93000000.0,,,,,,,,,,,,,,,,,,,,,
2026-03-31,0.0,0.34,2430000000.0,477000000.0,1590000000.0,17667000000.0,2430000000.0,840000000.0,477000000.0,477000000.0,21446000000.0,941000000.0,3538000000.0,3234000000.0,0.13,0.15,477000000.0,477000000.0,477000000.0,491000000.0,491000000.0,257000000.0,748000000.0,-535000000.0,-535000000.0,941000000.0,3779000000.0,1946000000.0,1833000000.0,4720000000.0,17667000000.0,22387000000.0,22387000000.0,TSLA,Auto Manufacturers,Consumer Cyclical,1216596148224.0,0.0,0.0,342000000.0,92000000.0,434000000.0,0.0,,,342000000.0,92000000.0,434000000.0,,,,,,,,,,,-14000000.0,0.0,,,,,,,,,,,,,,,,,
